lat,lon,dR,nsv_h
47.974864000000004,16.510494,0.055999999999999994,55.99999999999999
47.974799,16.510441,0.055999999999999994,55.99999999999999
47.9752,16.508405,0.055999999999999994,55.99999999999999
47.974677,16.510329000000002,0.055999999999999994,55.99999999999999
47.975243,16.508339000000003,0.055999999999999994,55.99999999999999
47.975132,16.508042,0.055,55.0
47.975171,16.508106,0.055,55.0
47.975246999999996,16.508344,0.055,55.0
47.974957,16.510631,0.055,55.0
47.975178,16.50812,0.055,55.0
47.974823,16.508430999999998,0.054000000000000006,54.00000000000001
47.974798,16.508368,0.054000000000000006,54.00000000000001
47.975173,16.508354999999998,0.054000000000000006,54.00000000000001
47.974967,16.510645999999998,0.054000000000000006,54.00000000000001
47.975194,16.509925,0.054000000000000006,54.00000000000001
47.975082,16.508167999999998,0.053,53.0
47.974808,16.508401,0.053,53.0
47.974856,16.510849,0.053,53.0
47.974982000000004,16.508407000000002,0.052000000000000005,52.00000000000001
47.975217,16.510642999999998,0.052000000000000005,52.00000000000001
47.974945,16.508339000000003,0.052000000000000005,52.00000000000001
47.975014,16.511105999999998,0.052000000000000005,52.00000000000001
47.974851,16.508154,0.052000000000000005,52.00000000000001
47.974869,16.508132999999997,0.052000000000000005,52.00000000000001
47.975055,16.510763,0.052000000000000005,52.00000000000001
47.975077,16.51079,0.052000000000000005,52.00000000000001
47.97495,16.508557,0.052000000000000005,52.00000000000001
47.975114000000005,16.508183,0.052000000000000005,52.00000000000001
47.975141,16.508223,0.052000000000000005,52.00000000000001
47.975018,16.508096,0.052000000000000005,52.00000000000001
47.975014,16.508085,0.052000000000000005,52.00000000000001
47.975148,16.51076,0.051,51.0
47.974815,16.511627999999998,0.051,51.0
47.975028,16.511156,0.051,51.0
47.974837,16.511248000000002,0.051,51.0
47.975006,16.511117000000002,0.051,51.0
47.974936,16.511276000000002,0.051,51.0
47.974866999999996,16.511523999999998,0.051,51.0
47.974793,16.511657,0.051,51.0
47.975272,16.510631,0.051,51.0
47.974787,16.51165,0.051,51.0
47.974786,16.5116,0.051,51.0
47.974829,16.511517,0.051,51.0
47.974828,16.511476000000002,0.051,51.0
47.974868,16.511368,0.051,51.0
47.975139,16.51116,0.051,51.0
47.97486,16.511318,0.051,51.0
47.974869,16.511237,0.051,51.0
47.975072999999995,16.511192,0.051,51.0
47.974940000000004,16.511186,0.051,51.0
47.975156,16.511146,0.051,51.0
47.975204,16.511135999999997,0.051,51.0
47.974940000000004,16.511194,0.051,51.0
47.974926,16.511208,0.051,51.0
47.974896,16.511205,0.051,51.0
47.975071,16.510868,0.051,51.0
47.975231,16.510594,0.051,51.0
47.974894,16.511231,0.051,51.0
47.974878000000004,16.51126,0.051,51.0
47.975229,16.510997,0.051,51.0
47.975235999999995,16.511039999999998,0.051,51.0
47.974835,16.511177,0.051,51.0
47.974835,16.511177,0.051,51.0
47.974835,16.511177,0.051,51.0
47.97495,16.511162,0.051,51.0
47.974987,16.51115,0.051,51.0
47.975029,16.511175,0.051,51.0
47.97505,16.511204,0.051,51.0
47.975072999999995,16.511226,0.051,51.0
47.974792,16.511164,0.051,51.0
47.974758,16.511176000000003,0.051,51.0
47.974806,16.511246,0.051,51.0
47.97522,16.511095,0.051,51.0
47.974759999999996,16.511201999999997,0.051,51.0
47.975163,16.511021,0.051,51.0
47.974844,16.508209,0.051,51.0
47.97504,16.508008,0.051,51.0
47.974782,16.508279,0.051,51.0
47.975003,16.508257999999998,0.051,51.0
47.974964,16.508192,0.051,51.0
47.974938,16.508132,0.051,51.0
47.974918,16.508098,0.051,51.0
47.974906,16.508086,0.051,51.0
47.974885,16.508118,0.051,51.0
47.974857,16.508167,0.051,51.0
47.974880999999996,16.508212,0.051,51.0
47.974894,16.508231,0.051,51.0
47.974921,16.508266,0.051,51.0
47.974926,16.508287,0.051,51.0
47.974771000000004,16.508293,0.051,51.0
47.974831,16.508222,0.051,51.0
47.974936,16.508329999999997,0.051,51.0
47.974975,16.508385,0.051,51.0
47.974973,16.508549,0.051,51.0
47.974949,16.508097,0.051,51.0
47.975144,16.508236,0.051,51.0
47.974965999999995,16.508084,0.051,51.0
47.974871,16.508176000000002,0.051,51.0
47.974801,16.508245000000002,0.051,51.0
47.97488,16.508164999999998,0.051,51.0
47.974933,16.508111,0.051,51.0
47.975051,16.508146,0.051,51.0
47.97518,16.508264999999998,0.051,51.0
47.975132,16.508193,0.051,51.0
47.975159999999995,16.508259,0.051,51.0
47.975289000000004,16.510654000000002,0.05,50.0
47.974787,16.508341,0.05,50.0
47.975251,16.510938,0.05,50.0
47.975004,16.508042,0.05,50.0
47.974986,16.508060999999998,0.05,50.0
47.975178,16.510732,0.05,50.0
47.975268,16.51067,0.05,50.0
47.975273,16.510683,0.05,50.0
47.974545,16.510614,0.05,50.0
47.975333,16.508594,0.05,50.0
47.975279,16.510747,0.05,50.0
47.975279,16.510767,0.05,50.0
47.975273,16.510817000000003,0.05,50.0
47.975302,16.510648,0.05,50.0
47.975133,16.510766,0.05,50.0
47.974986,16.508236,0.05,50.0
47.975336,16.510675,0.05,50.0
47.975357,16.510683,0.05,50.0
47.975172,16.508262,0.05,50.0
47.975173,16.508247,0.05,50.0
47.975362,16.510645,0.05,50.0
47.975361,16.510682,0.05,50.0
47.975276,16.510603,0.05,50.0
47.974894,16.50809,0.05,50.0
47.975194,16.510732,0.049,49.0
47.97522,16.510698,0.049,49.0
47.975312,16.510682,0.049,49.0
47.974815,16.508229,0.049,49.0
47.975173999999996,16.508242000000003,0.049,49.0
47.975024,16.508251,0.049,49.0
47.975316,16.508569,0.049,49.0
47.975246999999996,16.508341,0.049,49.0
47.975326,16.510710999999997,0.049,49.0
47.975004999999996,16.508257,0.049,49.0
47.975032,16.508266,0.049,49.0
47.975013,16.508255,0.048,48.0
47.975019,16.508255,0.048,48.0
47.975007,16.508256,0.048,48.0
47.975333,16.508558999999998,0.048,48.0
47.975301,16.508561,0.048,48.0
47.97456,16.510679,0.048,48.0
47.975257,16.509992999999998,0.048,48.0
47.975252000000005,16.508343,0.048,48.0
47.974711,16.510847000000002,0.048,48.0
47.974989,16.508029,0.048,48.0
47.975311,16.510594,0.048,48.0
47.975276,16.508443,0.047,47.0
47.975308,16.508535000000002,0.047,47.0
47.974961,16.508553,0.047,47.0
47.975284,16.510037,0.047,47.0
47.975009,16.508254,0.047,47.0
47.974958,16.507979000000002,0.047,47.0
47.974664000000004,16.510778,0.046,46.0
47.974531,16.51057,0.046,46.0
47.975302,16.508556,0.046,46.0
47.975295,16.508591,0.046,46.0
47.975134999999995,16.508819,0.046,46.0
47.975324,16.510569,0.046,46.0
47.975037,16.510748,0.046,46.0
47.975035,16.508282,0.045,45.0
47.974952,16.507972,0.045,45.0
47.974696,16.510813,0.045,45.0
47.974956,16.509045,0.045,45.0
47.974575,16.510679,0.045,45.0
47.975057,16.508917,0.045,45.0
47.975035,16.508948,0.045,45.0
47.975467,16.510332000000002,0.045,45.0
47.975343,16.510517,0.045,45.0
47.975084,16.508886999999998,0.045,45.0
47.975295,16.508591,0.045,45.0
47.975259,16.508368,0.045,45.0
47.974916,16.509294,0.044000000000000004,44.00000000000001
47.974939,16.509348000000003,0.044000000000000004,44.00000000000001
47.974897,16.509213,0.044000000000000004,44.00000000000001
47.975014,16.509513000000002,0.044000000000000004,44.00000000000001
47.975029,16.509556,0.044000000000000004,44.00000000000001
47.974996999999995,16.508992000000003,0.044000000000000004,44.00000000000001
47.974896,16.509162,0.044000000000000004,44.00000000000001
47.974919,16.509102,0.044000000000000004,44.00000000000001
47.974983,16.509443,0.044000000000000004,44.00000000000001
47.975303000000004,16.510066000000002,0.044000000000000004,44.00000000000001
47.974973999999996,16.509022,0.044000000000000004,44.00000000000001
47.974528,16.510542,0.044000000000000004,44.00000000000001
47.975246000000006,16.508670000000002,0.044000000000000004,44.00000000000001
47.975217,16.508702,0.044000000000000004,44.00000000000001
47.975482,16.510298000000002,0.044000000000000004,44.00000000000001
47.975190999999995,16.50874,0.044000000000000004,44.00000000000001
47.975474,16.510320999999998,0.044000000000000004,44.00000000000001
47.97546,16.510368,0.044000000000000004,44.00000000000001
47.975159000000005,16.508781,0.044000000000000004,44.00000000000001
47.975382,16.510462,0.044000000000000004,44.00000000000001
47.975439,16.510419,0.044000000000000004,44.00000000000001
47.975085,16.509695999999998,0.043,43.0
47.975054,16.509642000000003,0.043,43.0
47.975460999999996,16.510244,0.043,43.0
47.975113,16.509798,0.043,43.0
47.975113,16.509831,0.043,43.0
47.975138,16.509876000000002,0.043,43.0
47.975478,16.510310999999998,0.043,43.0
47.975485,16.510301000000002,0.043,43.0
47.975384000000005,16.510164000000003,0.043,43.0
47.975103999999995,16.509746,0.043,43.0
47.975405,16.510173,0.042,42.0
47.97533,16.510119,0.042,42.0
47.974976,16.508009,0.042,42.0
47.974515999999994,16.510506,0.040999999999999995,40.99999999999999
47.975051,16.508314000000002,0.037000000000000005,37.00000000000001
47.974948,16.50797,0.033,33.0
47.975055,16.508325,0.032,32.0
