lat,lon,dR,nsv_h
47.974835999999996,16.509073,0.054000000000000006,54.00000000000001
47.974862,16.509048999999997,0.054000000000000006,54.00000000000001
47.974876,16.509031,0.054000000000000006,54.00000000000001
47.974616999999995,16.508464,0.054000000000000006,54.00000000000001
47.974663,16.50843,0.054000000000000006,54.00000000000001
47.974831,16.50927,0.054000000000000006,54.00000000000001
47.974672999999996,16.508426999999998,0.054000000000000006,54.00000000000001
47.974657,16.508854,0.054000000000000006,54.00000000000001
47.975324,16.508243,0.053,53.0
47.975285,16.508207000000002,0.053,53.0
47.975241,16.508172000000002,0.053,53.0
47.975173,16.508076000000003,0.053,53.0
47.975149,16.508042,0.053,53.0
47.975132,16.508822,0.053,53.0
47.975184999999996,16.508116,0.052000000000000005,52.00000000000001
47.975215999999996,16.508160999999998,0.052000000000000005,52.00000000000001
